domainname,choicesequence,choice,choicedesc,choiceobsolete
taxonomic_subgroup,1106,Entic Eutrandepts,,Yes
taxonomic_subgroup,1107,Entic Fragiorthods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1108,Entic Grossarenic Alorthods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1109,Entic Gypsiusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1110,Entic Haplaquepts,,Yes
taxonomic_subgroup,1111,Entic Haplaquods,,Yes
taxonomic_subgroup,1112,Entic Haploborolls,,Yes
taxonomic_subgroup,1113,Entic Haplocryods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1114,Entic Haplohumods,,Yes
taxonomic_subgroup,1115,Entic Haplorthods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1116,Entic Haplotorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1117,Entic Haploxererts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1118,Entic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1119,Entic Hapluderts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1120,Entic Hapludolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1121,Entic Haplumbrepts,,Yes
taxonomic_subgroup,1122,Entic Haplusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1123,Entic Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1124,Entic Haprendolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1125,Entic Humixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1126,Entic Humudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1127,Entic Lithic Haplorthods,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1128,Entic Paleustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1129,Entic Pelloxererts,,Yes
taxonomic_subgroup,1130,Entic Pelluderts,,Yes
taxonomic_subgroup,1131,Entic Pellusterts,,Yes
taxonomic_subgroup,1132,Entic Rendolls,,Yes
taxonomic_subgroup,1133,Entic Salaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1134,Entic Salitorrerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1135,Entic Salusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1136,Entic Sideraquods,,Yes
taxonomic_subgroup,1137,Entic Udic Haplusterts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1138,Entic Ultic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1139,Entic Vermudolls,,Yes
taxonomic_subgroup,1140,Entic Vermustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1141,Entic Xerumbrepts,,Yes
taxonomic_subgroup,1142,Epiaquic,,Yes
taxonomic_subgroup,1143,Epiaquic Haplustults,,Yes
taxonomic_subgroup,1144,Epiaquic Orthoxic,,Yes
taxonomic_subgroup,1145,Eutric Acrudox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1146,Eutric Acrustox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1147,Eutric Duricryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1148,Eutric Durudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1149,Eutric Dystrocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1150,Eutric Fulvicryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1151,Eutric Fulvudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1152,Eutric Glossoboralfs,,Yes
taxonomic_subgroup,1153,Eutric Glossocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1154,Eutric Haplocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1155,Eutric Hapludands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1156,Eutric Humicryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1157,Eutric Humigelepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1158,Eutric Humudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1159,Eutric Hydric Melanudands,,Yes
taxonomic_subgroup,1160,Eutric Hydrudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1161,Eutric Lithic Fulvudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1162,Eutric Melanudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1163,Eutric Oxyaquic Duricryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1164,Eutric Pachic Fulvicryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1165,Eutric Pachic Fulvudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1166,Eutric Placudands,,Yes
taxonomic_subgroup,1167,Eutric Thaptic Hapludands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1168,Eutric Vitric Melanudands,,Yes
taxonomic_subgroup,1169,Eutric Vitric Placudands,,Yes
taxonomic_subgroup,1170,Eutrochreptic Rendolls,,Yes
taxonomic_subgroup,1171,Eutropeptic Rendolls,,Yes
taxonomic_subgroup,1172,Ferrudalfic Umbraqualfs,,Yes
taxonomic_subgroup,1173,Fibric Borohemists,,Yes
taxonomic_subgroup,1174,Fibric Borosaprists,,Yes
taxonomic_subgroup,1175,Fibric Frasiwassists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1176,Fibric Haplohemists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1177,Fibric Haplowassists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1178,Fibric Medihemists,,Yes
taxonomic_subgroup,1179,Fibric Medisaprists,,Yes
taxonomic_subgroup,1180,Fibric Sulfiwassists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1181,Fibric Terric Borohemists,,Yes
taxonomic_subgroup,1182,Fibric Terric Borosaprists,,Yes
taxonomic_subgroup,1183,Fibric Terric Medihemists,,Yes
taxonomic_subgroup,1184,Fibric Terric Medisaprists,,Yes
taxonomic_subgroup,1185,Fibric Terric Tropohemists,,Yes
taxonomic_subgroup,1186,Fibric Terric Troposaprists,,Yes
taxonomic_subgroup,1187,Fibric Tropohemists,,Yes
taxonomic_subgroup,1188,Fibric Troposaprists,,Yes
taxonomic_subgroup,1189,Fluvaquentic Aquorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1190,Fluvaquentic Borofibrists,,Yes
taxonomic_subgroup,1191,Fluvaquentic Borohemists,,Yes
taxonomic_subgroup,1192,Fluvaquentic Borosaprists,,Yes
taxonomic_subgroup,1193,Fluvaquentic Cryaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1194,Fluvaquentic Cryoborolls,,Yes
taxonomic_subgroup,1195,Fluvaquentic Cryofibrists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1196,Fluvaquentic Cryohemists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1197,Fluvaquentic Cryosaprists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1198,Fluvaquentic Dystrochrepts,,Yes
taxonomic_subgroup,1199,Fluvaquentic Dystrocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1200,Fluvaquentic Dystroxerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1201,Fluvaquentic Dystrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1202,Fluvaquentic Endoaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1203,Fluvaquentic Endoaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1204,Fluvaquentic Epiaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1205,Fluvaquentic Epiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1206,Fluvaquentic Eutrochrepts,,Yes
taxonomic_subgroup,1207,Fluvaquentic Eutropepts,,Yes
taxonomic_subgroup,1208,Fluvaquentic Eutrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1209,Fluvaquentic Fibristels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1210,Fluvaquentic Gelaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1211,Fluvaquentic Haplaquepts,,Yes
taxonomic_subgroup,1212,Fluvaquentic Haplaquolls,,Yes
taxonomic_subgroup,1213,Fluvaquentic Haploborolls,,Yes
taxonomic_subgroup,1214,Fluvaquentic Haplocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1215,Fluvaquentic Haplocryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1216,Fluvaquentic Haplofibrists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1217,Fluvaquentic Haplohemists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1218,Fluvaquentic Haplorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1219,Fluvaquentic Haplosaprists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1220,Fluvaquentic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1221,Fluvaquentic Hapludolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1222,Fluvaquentic Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1223,Fluvaquentic Hemistels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1224,Fluvaquentic Historthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1225,Fluvaquentic Humaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1226,Fluvaquentic Humicryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1227,Fluvaquentic Humudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1228,Fluvaquentic Medifibrists,,Yes
taxonomic_subgroup,1229,Fluvaquentic Medihemists,,Yes
taxonomic_subgroup,1230,Fluvaquentic Medisaprists,,Yes
taxonomic_subgroup,1231,Fluvaquentic Sapristels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1232,Fluvaquentic Sphagnofibrists,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1233,Fluvaquentic Tropofibrists,,Yes
taxonomic_subgroup,1234,Fluvaquentic Tropohemists,,Yes
taxonomic_subgroup,1235,Fluvaquentic Troposaprists,,Yes
taxonomic_subgroup,1236,Fluvaquentic Vertic Endoaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1237,Fluvaquentic Vertic Epiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1238,Fluvaquentic Xerochrepts,,Yes
taxonomic_subgroup,1239,Fluventic Aquicambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1240,Fluventic Calciudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1241,Fluventic Camborthids,,Yes
taxonomic_subgroup,1242,Fluventic Cryoborolls,,Yes
taxonomic_subgroup,1243,Fluventic Dystrochrepts,,Yes
taxonomic_subgroup,1244,Fluventic Dystrocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1245,Fluventic Dystrogelepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1246,Fluventic Dystropepts,,Yes
taxonomic_subgroup,1247,Fluventic Dystroxerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1248,Fluventic Dystrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1249,Fluventic Dystrustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1250,Fluventic Endoaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1251,Fluventic Eutrochrepts,,Yes
taxonomic_subgroup,1252,Fluventic Eutropepts,,Yes
taxonomic_subgroup,1253,Fluventic Eutrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1254,Fluventic Frasiwassents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,1255,Fluventic Haplaquolls,,Yes
taxonomic_subgroup,1256,Fluventic Haploborolls,,Yes
taxonomic_subgroup,1257,Fluventic Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
