tabphyname,colsequence,colphyname,collogname,collabel,logicaldatatype,notnull,fieldsize,precision,minimum,maximum,uom,domainname,coldesc
distmd,3,interpmaxreasons,interp_max_reasons,Interpretation Maximum Reasons,Integer,No,NA,NA,0,NA,,,The maximum number of reasons reported for the corresponding soil interpretation.
distmd,4,distmdkey,dist_md_key,Distribution Metadata Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Distribution Metadata table.
featdesc,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
featdesc,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
featdesc,3,featsym,feature_symbol,Feature Symbol,String,Yes,3,NA,NA,NA,,,"A symbol that, within the context of a particular soil survey area, uniquely identifies a point or line spot feature."
featdesc,4,featname,feature_name,Feature Name,String,Yes,80,NA,NA,NA,,,A short descriptive name of a point or line spot feature.
featdesc,5,featdesc,feature_description,Feature Description,Vtext,Yes,NA,NA,NA,NA,,,A narrative description of a point or line spot feature.
featdesc,6,featkey,feature_key,Feature Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Feature Description table.
featline,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
featline,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
featline,3,featsym,feature_symbol,Feature Symbol,String,Yes,3,NA,NA,NA,,,"A symbol that, within the context of a particular soil survey area, uniquely identifies a point or line spot feature."
featline,4,featkey,feature_key,Feature Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Feature Description table.
featpoint,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
featpoint,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
featpoint,3,featsym,feature_symbol,Feature Symbol,String,Yes,3,NA,NA,NA,,,"A symbol that, within the context of a particular soil survey area, uniquely identifies a point or line spot feature."
featpoint,4,featkey,feature_key,Feature Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Feature Description table.
laoverlap,1,areatypename,area_type_name,Area Type Name,String,Yes,45,NA,NA,NA,,,"The name of a particular type of geographic area with which the soil survey area overlaps or coincides.  Examples include ""state or territory"" and ""county or parish""."
laoverlap,2,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,The identifying symbol given to the specified geographic area with which the soil survey area overlaps or coincides.
laoverlap,3,areaname,area_name,Area Name,String,No,135,NA,NA,NA,,,The name of a geographic area with which the soil survey area overlaps or coincides.  Examples include the name of a particular state or county.
laoverlap,4,areaovacres,area_overlap_acres,Overlap Acres,Integer,No,NA,NA,0,NA,acres,,"The area overlap of two geographic regions, in acres."
laoverlap,5,lkey,legend_key,Legend Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Legend table.  Use this column to join the Legend Area Overlap table to the Legend table.
laoverlap,6,lareaovkey,legend_area_overlap_key,Legend Area Overlap Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Legend Area Overlap table.
legend,1,areatypename,area_type_name,Area Type Name,String,Yes,45,NA,NA,NA,,,"The name of a particular type of geographic area to which the legend applies.  Examples include ""Non-MLRA Soil Survey Area"" and ""MLRA Soil Survey Area""."
legend,2,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,The identifying symbol given to the specified geographic area to which the legend applies.
legend,3,areaname,area_name,Area Name,String,No,135,NA,NA,NA,,,The name given to the specified geographic area to which the legend applies.
legend,4,areaacres,area_acres,Area Acres,Integer,No,NA,NA,0,NA,acres,,"The acreage total of all land and water areas in the specified geographic area to which the legend applies.  The number listed here is used for administrative purposes and may differ from that measured using GIS software, or other techniques, due to fact that it was assigned to agree with the acreage listed in the NRCS Natural Resource Inventory for the geographic area."
legend,5,mlraoffice,mlra_office,MLRA Office,Choice,No,254,NA,NA,NA,,mlra_office,An NRCS business unit responsible for oversight of soil survey production activities of a particular soil survey area.
legend,6,legenddesc,legend_description,Legend Description,String,No,60,NA,NA,NA,,,A short text field used to describe a particular soil survey area legend.
legend,7,ssastatus,soil_survey_area_status,Survey Status,Choice,No,254,NA,NA,NA,,soil_survey_area_status,"Identifies the operational activity of a soil survey area and currency of published soil information.  Examples are Non-Project, Update and Published.

As of SSURGO version 2.1, values for this attribute are no longer provided.  This attribute will be dropped from the next major SSURGO version."
legend,8,mouagncyresp,mou_agency_responsible,MOU Agency Responsible,Choice,No,254,NA,NA,NA,,mou_agency_responsible,The lead agency designated as responsible for a particular soil survey.
legend,9,projectscale,project_scale,Project Scale,Integer,No,NA,NA,NA,NA,,,"The map scale in which the final map products will be published, expressed as the denominator of the scale, i.e. 24000 = 1:24000."
legend,10,cordate,correlation_date,Correlation Date,Date/Time,No,NA,NA,NA,NA,,,"The date the final correlation document for a soil survey is signed, expressed as month, year (e.g. 07/1999)."
legend,11,ssurgoarchived,ssurgo_archived,SSURGO Archived,Date/Time,No,NA,NA,NA,NA,,,"The date on which the SSURGO product for a particular soil survey is actually archived, expressed as month, day, year -- xx/xx/xxxx."
legend,12,legendsuituse,legend_suitability_for_use,Geographic Applicability,Choice,No,254,NA,NA,NA,,legend_suitability_for_use,"Identifies the relative geographic extent over which a legend has the most up-to-date soil survey data.

As of SSURGO version 2.1, values for this attribute are no longer provided.  This attribute will be dropped from the next major SSURGO version."
legend,13,legendcertstat,legend_certification_status,Legend Certification Status,Choice,No,254,NA,NA,NA,,legend_certification_status,"The level of certification assigned to a legend.  Intended to indicate whether or not the legend should be used and the degree of confidence with which it may be used.

As of SSURGO version 2.1, values for this attribute are no longer provided.  This attribute will be dropped from the next major SSURGO version."
legend,14,lkey,legend_key,Legend Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Legend table.
legendtext,1,recdate,record_date,Date,Date/Time,No,NA,NA,NA,NA,,,"The date associated with a particular record, expressed as month, day, year -- xx/xx/xxxx."
legendtext,2,legendtextkind,legend_text_kind,Kind,Choice,No,254,NA,NA,NA,,legend_text_kind,"A text entry can be identified by its kind, category, and subcategory.  Kind is the highest division of classification.  Text kind provides a grouping of text entries according to their subject matter."
legendtext,3,textcat,text_category,Category,String,No,20,NA,NA,NA,,,"A text entry is identified by its kind, category, and subcategory.  Category is a subdivision of kind.  ""Agr"" and ""Soi"" are two categories for the text kind ""Nontechnical Description""."
legendtext,4,textsubcat,text_subcategory,Subcategory,String,No,20,NA,NA,NA,,,"A text entry is identified by its kind, category, and subcategory.  Subcategory is a subdivision of category.  For text kind ""Nontechnical"" description and text category ""Agr"", subcategory would correspond to the SSSD field ""desnum""."
legendtext,5,text,text,Text,Vtext,No,NA,NA,NA,NA,,,"The actual narrative text portion of a text entry.  The other parts of a text entry are its identifiers: kind, category and subcategory."
legendtext,6,lkey,legend_key,Legend Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Legend table.  Use this column to join the Legend Text table to the Legend table.
legendtext,7,legtextkey,legend_text_key,Legend Text Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Legend Text table.
mapunit,1,musym,mapunit_symbol,Mapunit Symbol,String,Yes,6,NA,NA,NA,,,The symbol used to uniquely identify the soil mapunit in the soil survey.
mapunit,2,muname,mapunit_name,Mapunit Name,String,No,175,NA,NA,NA,,,Correlated name of the mapunit (recommended name or field name for surveys in progress).
mapunit,3,mukind,mapunit_kind,Kind,Choice,No,254,NA,NA,NA,,mapunit_kind,Code identifying the kind of mapunit.  Example: C - consociation.
mapunit,4,mustatus,mapunit_status,Status,Choice,No,254,NA,NA,NA,,mapunit_status,"Identifies the current status of the map unit.

As of SSURGO version 2.1, values for this attribute are no longer provided.  This attribute will be dropped from the next major SSURGO version."
mapunit,5,muacres,mapunit_acres,Total Acres,Integer,No,NA,NA,0,NA,acres,,"The number of acres of a particular map unit within the geographic area to which the legend applies.  The number listed here may differ from that measured using GIS software due to different measuring techniques and rounding practices, or due to the fact that the value has been adjusted so that the sum total of all map units in the legend equals that listed for soil survey area."
mapunit,6,mapunitlfw_l,mapunit_linear_feature_width_l,Linear Feature Width - Low Value,Integer,No,NA,NA,NA,NA,meters,,The approximate width of a particular map unit delineation represented by a linear soil feature on a soil map.
mapunit,7,mapunitlfw_r,mapunit_linear_feature_width_r,Linear Feature Width - Representative Value,Integer,No,NA,NA,NA,NA,meters,,The approximate width of a particular map unit delineation represented by a linear soil feature on a soil map.
mapunit,8,mapunitlfw_h,mapunit_linear_feature_width_h,Linear Feature Width - High Value,Integer,No,NA,NA,NA,NA,meters,,The approximate width of a particular map unit delineation represented by a linear soil feature on a soil map.
mapunit,9,mapunitpfa_l,mapunit_point_feature_area_l,Point Feature Area - Low Value,Float,No,NA,1,0.1,10,acres,,The approximate area of a particular map unit delineation represented by a point feature on a soil map.
mapunit,10,mapunitpfa_r,mapunit_point_feature_area_r,Point Feature Area - Representative Value,Float,No,NA,1,0.1,10,acres,,The approximate area of a particular map unit delineation represented by a point feature on a soil map.
